"TIME","GEO","CITIZEN","AGE","SEX","Value","Flag and Footnotes"
"2012","Ukraine","Total","From 10 to 14 years","Females",":",""
"2012","Ukraine","Total","From 15 to 19 years","Females",":",""
"2012","Tajikistan","Total","From 10 to 14 years","Females",":",""
"2012","Tajikistan","Total","From 15 to 19 years","Females",":",""
"2012","Uzbekistan","Total","From 10 to 14 years","Females",":",""
"2012","Uzbekistan","Total","From 15 to 19 years","Females",":",""
"2012","Armenia","Total","From 10 to 14 years","Females",":",""
"2012","Armenia","Total","From 15 to 19 years","Females",":",""
"2012","Azerbaijan","Total","From 10 to 14 years","Females",":",""
"2012","Azerbaijan","Total","From 15 to 19 years","Females",":",""
"2012","Israel","Total","From 10 to 14 years","Females",":",""
"2012","Israel","Total","From 15 to 19 years","Females",":",""
"2013","European Union (27 countries)","Total","From 10 to 14 years","Females",":",""
"2013","European Union (27 countries)","Total","From 15 to 19 years","Females",":",""
"2013","Belgium","Total","From 10 to 14 years","Females","299,964",""
"2013","Belgium","Total","From 15 to 19 years","Females","310,950",""
"2013","Bulgaria","Total","From 10 to 14 years","Females","153,629",""
"2013","Bulgaria","Total","From 15 to 19 years","Females","162,888",""
"2013","Czech Republic","Total","From 10 to 14 years","Females","221,361",""
"2013","Czech Republic","Total","From 15 to 19 years","Females","248,711",""
"2013","Denmark","Total","From 10 to 14 years","Females","163,666",""
"2013","Denmark","Total","From 15 to 19 years","Females","174,407",""
"2013","Germany (until 1990 former territory of the FRG)","Total","From 10 to 14 years","Females","1,863,351",""
"2013","Germany (until 1990 former territory of the FRG)","Total","From 15 to 19 years","Females","1,979,874",""
"2013","Estonia","Total","From 10 to 14 years","Females","29,258",""
"2013","Estonia","Total","From 15 to 19 years","Females","31,129",""
"2013","Ireland","Total","From 10 to 14 years","Females","150,602",""
"2013","Ireland","Total","From 15 to 19 years","Females","133,500",""
"2013","Greece","Total","From 10 to 14 years","Females","261,700",""
"2013","Greece","Total","From 15 to 19 years","Females","267,352",""
"2013","Spain","Total","From 10 to 14 years","Females","1,080,604",""
"2013","Spain","Total","From 15 to 19 years","Females","1,051,130",""
"2013","France","Total","From 10 to 14 years","Females","1,996,723",""
"2013","France","Total","From 15 to 19 years","Females","1,931,927",""
"2013","Croatia","Total","From 10 to 14 years","Females","106,426",""
"2013","Croatia","Total","From 15 to 19 years","Females","120,502",""
"2013","Italy","Total","From 10 to 14 years","Females","1,360,775",""
"2013","Italy","Total","From 15 to 19 years","Females","1,370,281",""
"2013","Cyprus","Total","From 10 to 14 years","Females","22,646",""
"2013","Cyprus","Total","From 15 to 19 years","Females","28,582",""
"2013","Latvia","Total","From 10 to 14 years","Females","43,955",""
"2013","Latvia","Total","From 15 to 19 years","Females","48,431",""
"2013","Lithuania","Total","From 10 to 14 years","Females","73,257",""
"2013","Lithuania","Total","From 15 to 19 years","Females","91,499",""
"2013","Luxembourg","Total","From 10 to 14 years","Females","15,111",""
"2013","Luxembourg","Total","From 15 to 19 years","Females","15,659",""
"2013","Hungary","Total","From 10 to 14 years","Females","234,693",""
"2013","Hungary","Total","From 15 to 19 years","Females","276,125",""
"2013","Malta","Total","From 10 to 14 years","Females","10,442",""
"2013","Malta","Total","From 15 to 19 years","Females","12,277",""
"2013","Netherlands","Total","From 10 to 14 years","Females","496,347",""
"2013","Netherlands","Total","From 15 to 19 years","Females","485,092",""
"2013","Austria","Total","From 10 to 14 years","Females","204,049",""
"2013","Austria","Total","From 15 to 19 years","Females","233,549",""
"2013","Poland","Total","From 10 to 14 years","Females","912,066",""
"2013","Poland","Total","From 15 to 19 years","Females","1,084,545",""
"2013","Portugal","Total","From 10 to 14 years","Females","270,730",""
"2013","Portugal","Total","From 15 to 19 years","Females","269,874",""
"2013","Romania","Total","From 10 to 14 years","Females","525,514",""
"2013","Romania","Total","From 15 to 19 years","Females","532,483",""
"2013","Slovenia","Total","From 10 to 14 years","Females","44,393",""
"2013","Slovenia","Total","From 15 to 19 years","Females","47,944",""
"2013","Slovakia","Total","From 10 to 14 years","Females","131,573",""
"2013","Slovakia","Total","From 15 to 19 years","Females","154,499",""
"2013","Finland","Total","From 10 to 14 years","Females","141,760",""
"2013","Finland","Total","From 15 to 19 years","Females","157,292",""
"2013","Sweden","Total","From 10 to 14 years","Females","240,317",""
"2013","Sweden","Total","From 15 to 19 years","Females","273,837",""
"2013","United Kingdom","Total","From 10 to 14 years","Females","1,734,282",""
"2013","United Kingdom","Total","From 15 to 19 years","Females","1,902,281",""
"2013","Iceland","Total","From 10 to 14 years","Females","10,474",""
"2013","Iceland","Total","From 15 to 19 years","Females","11,116",""
"2013","Liechtenstein","Total","From 10 to 14 years","Females","1,003",""
"2013","Liechtenstein","Total","From 15 to 19 years","Females","1,077",""
"2013","Norway","Total","From 10 to 14 years","Females","150,708",""
"2013","Norway","Total","From 15 to 19 years","Females","158,000",""
"2013","Switzerland","Total","From 10 to 14 years","Females","197,468",""
"2013","Switzerland","Total","From 15 to 19 years","Females","215,788",""
"2013","Montenegro","Total","From 10 to 14 years","Females",":",""
"2013","Montenegro","Total","From 15 to 19 years","Females",":",""
"2013","Former Yugoslav Republic of Macedonia, the","Total","From 10 to 14 years","Females",":",""
"2013","Former Yugoslav Republic of Macedonia, the","Total","From 15 to 19 years","Females",":",""
"2013","Albania","Total","From 10 to 14 years","Females",":",""
"2013","Albania","Total","From 15 to 19 years","Females",":",""
"2013","Turkey","Total","From 10 to 14 years","Females",":",""
"2013","Turkey","Total","From 15 to 19 years","Females",":",""
"2013","Andorra","Total","From 10 to 14 years","Females",":",""
"2013","Andorra","Total","From 15 to 19 years","Females",":",""
"2013","Moldova","Total","From 10 to 14 years","Females",":",""
"2013","Moldova","Total","From 15 to 19 years","Females",":",""
"2013","Ukraine","Total","From 10 to 14 years","Females",":",""
"2013","Ukraine","Total","From 15 to 19 years","Females",":",""
"2013","Tajikistan","Total","From 10 to 14 years","Females",":",""
"2013","Tajikistan","Total","From 15 to 19 years","Females",":",""
"2013","Uzbekistan","Total","From 10 to 14 years","Females",":",""
"2013","Uzbekistan","Total","From 15 to 19 years","Females",":",""
"2013","Armenia","Total","From 10 to 14 years","Females",":",""
"2013","Armenia","Total","From 15 to 19 years","Females",":",""
"2013","Azerbaijan","Total","From 10 to 14 years","Females",":",""
"2013","Azerbaijan","Total","From 15 to 19 years","Females",":",""
"2013","Israel","Total","From 10 to 14 years","Females",":",""
"2013","Israel","Total","From 15 to 19 years","Females",":",""
